alg,num_kmers,time,k,omega
bb,175513,17681,10,1
dc,175513,18557,10,1
rappas,175513,26871,10,1
bb,212388,27481,10,1
dc,212388,20779,10,1
rappas,212388,33025,10,1
bb,195108,22057,10,1
dc,195108,18346,10,1
rappas,195108,27358,10,1
bb,129200,13294,10,1
dc,129200,8088,10,1
rappas,129200,17976,10,1
bb,228485,23481,10,1
dc,228485,18769,10,1
rappas,228485,31209,10,1
bb,205831,28696,10,1
dc,205831,21671,10,1
rappas,205831,32657,10,1
bb,160814,19078,10,1
dc,160814,10126,10,1
rappas,160814,23493,10,1
bb,174977,21680,10,1
dc,174977,17415,10,1
rappas,174977,25533,10,1
bb,218995,21299,10,1
dc,218995,16573,10,1
rappas,218995,27852,10,1
bb,198949,27055,10,1
dc,198949,26378,10,1
rappas,198949,33971,10,1
bb,172406,19763,10,1
dc,172406,16864,10,1
rappas,172406,25337,10,1
bb,176811,26974,10,1
dc,176811,28103,10,1
rappas,176811,32253,10,1
bb,207350,53234,10,1
dc,207350,27371,10,1
rappas,207350,38272,10,1
bb,161368,16323,10,1
dc,161368,13986,10,1
rappas,161368,19369,10,1
bb,218671,29415,10,1
dc,218671,34137,10,1
rappas,218671,37077,10,1
bb,225575,33963,10,1
dc,225575,32549,10,1
rappas,225575,38765,10,1
bb,164064,24182,10,1
dc,164064,15285,10,1
rappas,164064,27355,10,1
bb,235085,30455,10,1
dc,235085,24878,10,1
rappas,235085,40313,10,1
bb,204984,24094,10,1
dc,204984,21926,10,1
rappas,204984,29907,10,1
bb,198790,26304,10,1
dc,198790,21285,10,1
rappas,198790,26530,10,1
bb,212450,27807,10,1
dc,212450,24190,10,1
rappas,212450,34579,10,1
bb,118165,16182,10,1
dc,118165,11333,10,1
rappas,118165,23366,10,1
bb,237482,29500,10,1
dc,237482,27861,10,1
rappas,237482,35041,10,1
bb,203996,32159,10,1
dc,203996,21160,10,1
rappas,203996,40459,10,1
bb,171085,19616,10,1
dc,171085,14747,10,1
rappas,171085,23619,10,1
bb,181145,31856,10,1
dc,181145,22650,10,1
rappas,181145,34694,10,1
bb,151479,16197,10,1
dc,151479,16482,10,1
rappas,151479,22194,10,1
bb,165635,17028,10,1
dc,165635,12572,10,1
rappas,165635,20049,10,1
bb,723259,126991,11,1
dc,723259,178696,11,1
rappas,723259,164791,11,1
bb,831087,226451,11,1
dc,831087,159502,11,1
rappas,831087,157661,11,1
bb,723983,120814,11,1
dc,723983,140751,11,1
rappas,723983,147825,11,1
bb,392212,63829,11,1
dc,392212,65796,11,1
rappas,392212,77611,11,1
bb,764023,103129,11,1
dc,764023,132227,11,1
rappas,764023,124541,11,1
bb,730769,140126,11,1
dc,730769,136829,11,1
rappas,730769,165800,11,1
bb,615697,144996,11,1
dc,615697,165117,11,1
rappas,615697,176551,11,1
bb,971643,189773,11,1
dc,971643,204549,11,1
rappas,971643,237967,11,1
bb,569374,106002,11,1
dc,569374,114982,11,1
rappas,569374,117844,11,1
bb,657987,112171,11,1
dc,657987,151586,11,1
rappas,657987,165907,11,1
bb,744175,138428,11,1
dc,744175,199316,11,1
rappas,744175,234427,11,1
bb,712350,113686,11,1
dc,712350,117108,11,1
rappas,712350,120490,11,1
bb,637494,153839,11,1
dc,637494,131880,11,1
rappas,637494,172140,11,1
bb,594388,147048,11,1
dc,594388,105854,11,1
rappas,594388,142076,11,1
bb,795144,139999,11,1
dc,795145,186801,11,1
rappas,795144,164499,11,1
bb,758236,253987,11,1
dc,758236,270720,11,1
rappas,758236,205351,11,1
bb,592201,90413,11,1
dc,592201,75895,11,1
rappas,592201,97863,11,1
bb,725917,131892,11,1
dc,725917,207083,11,1
rappas,725917,174606,11,1
bb,519257,72295,11,1
dc,519257,132960,11,1
rappas,519257,113994,11,1
bb,398885,71672,11,1
dc,398885,81813,11,1
rappas,398885,77466,11,1
bb,604636,87283,11,1
dc,604636,86036,11,1
rappas,604636,101481,11,1
bb,730371,228021,11,1
dc,730371,281445,11,1
rappas,730371,184251,11,1
bb,681052,110773,11,1
dc,681052,92461,11,1
rappas,681052,124573,11,1
bb,548531,162536,11,1
dc,548531,140892,11,1
rappas,548531,125558,11,1
bb,629117,155076,11,1
dc,629117,134637,11,1
rappas,629117,119815,11,1
bb,763324,180723,11,1
dc,763324,161684,11,1
rappas,763324,184582,11,1
bb,546659,112586,11,1
dc,546659,123618,11,1
rappas,546659,105037,11,1
bb,638949,87470,11,1
dc,638949,90128,11,1
rappas,638949,106170,11,1
bb,809505,144833,11,1
dc,809505,199736,11,1
rappas,809505,174318,11,1
bb,938909,156362,11,1
dc,938909,157145,11,1
rappas,938909,182415,11,1
bb,643788,79432,11,1
dc,643788,132984,11,1
rappas,643788,152314,11,1
bb,528185,116872,11,1
dc,528185,112245,11,1
rappas,528185,126032,11,1
bb,719349,139145,11,1
dc,719349,155853,11,1
rappas,719349,166525,11,1
bb,802713,126399,11,1
dc,802713,171088,11,1
rappas,802713,185120,11,1
bb,572209,83785,11,1
dc,572209,94453,11,1
rappas,572209,98762,11,1
bb,700724,109891,11,1
dc,700724,163099,11,1
rappas,700724,119311,11,1
bb,823903,144565,11,1
dc,823903,166369,11,1
rappas,823903,158028,11,1
bb,757635,147209,11,1
dc,757635,214599,11,1
rappas,757635,224245,11,1
bb,735379,158226,11,1
dc,735379,163498,11,1
rappas,735379,148674,11,1
bb,660967,90187,11,1
dc,660967,99403,11,1
rappas,660967,113621,11,1
bb,919314,157054,11,1
dc,919314,198574,11,1
rappas,919314,200182,11,1
bb,709816,150103,11,1
dc,709816,138611,11,1
rappas,709816,141817,11,1
bb,747853,127478,11,1
dc,747853,129998,11,1
rappas,747853,147921,11,1
bb,550726,94202,11,1
dc,550726,87173,11,1
rappas,550726,114624,11,1
bb,583835,78843,11,1
dc,583835,76594,11,1
rappas,583835,93450,11,1
bb,703577,94576,11,1
dc,703577,99287,11,1
rappas,703577,119197,11,1
bb,691342,84996,11,1
dc,691342,88832,11,1
rappas,691342,101296,11,1
bb,505927,73617,11,1
dc,505927,74930,11,1
rappas,505927,86624,11,1
bb,520580,85396,11,1
dc,520580,74198,11,1
rappas,520580,93699,11,1
bb,496207,71782,11,1
dc,496207,72085,11,1
rappas,496207,83756,11,1
bb,719540,117333,11,1
dc,719540,134035,11,1
rappas,719540,144212,11,1
bb,784170,135631,11,1
dc,784170,133833,11,1
rappas,784170,148499,11,1
bb,909622,158318,11,1
dc,909622,174813,11,1
rappas,909622,191480,11,1
bb,735267,106042,11,1
dc,735267,123789,11,1
rappas,735267,124544,11,1
bb,756086,108088,11,1
dc,756086,135145,11,1
rappas,756086,124410,11,1
bb,480300,67545,11,1
dc,480300,68039,11,1
rappas,480300,83129,11,1
bb,532039,77379,11,1
dc,532039,75883,11,1
rappas,532039,92010,11,1
bb,736729,113587,11,1
dc,736729,132490,11,1
rappas,736729,139745,11,1
bb,450148,53461,11,1
dc,450148,52652,11,1
rappas,450148,67830,11,1
bb,575530,85452,11,1
dc,575530,78148,11,1
rappas,575530,96286,11,1
bb,666424,75534,11,1
dc,666424,84987,11,1
rappas,666424,98208,11,1
bb,754843,125518,11,1
dc,754843,140792,11,1
rappas,754843,146878,11,1
bb,501546,43058,11,1
dc,501546,45012,11,1
rappas,501546,57381,11,1
bb,619802,88358,11,1
dc,619802,92777,11,1
rappas,619802,115320,11,1
bb,580662,74192,11,1
dc,580662,84810,11,1
rappas,580662,94880,11,1
bb,620706,90738,11,1
dc,620705,84094,11,1
rappas,620706,106593,11,1
bb,703291,71370,11,1
dc,703291,91169,11,1
rappas,703291,97690,11,1
bb,737213,121574,11,1
dc,737213,120083,11,1
rappas,737213,155984,11,1
bb,611213,92535,11,1
dc,611212,92550,11,1
rappas,611213,101695,11,1
bb,817410,112144,11,1
dc,817410,136381,11,1
rappas,817410,135187,11,1
bb,560150,91821,11,1
dc,560150,85241,11,1
rappas,560150,97079,11,1
bb,896358,143512,11,1
dc,896358,161874,11,1
rappas,896358,172875,11,1
bb,768578,178759,11,1
dc,768578,210001,11,1
rappas,768578,192733,11,1
bb,732174,145767,11,1
dc,732174,143077,11,1
rappas,732174,177530,11,1
bb,686735,147867,11,1
dc,686735,159675,11,1
rappas,686735,150072,11,1
bb,861361,179125,11,1
dc,861361,168751,11,1
rappas,861361,192107,11,1
bb,918801,157854,11,1
dc,918801,167123,11,1
rappas,918801,197590,11,1
bb,752758,117333,11,1
dc,752758,150078,11,1
rappas,752758,141137,11,1
bb,755555,170737,11,1
dc,755555,159231,11,1
rappas,755555,196565,11,1
bb,593258,92365,11,1
dc,593258,81708,11,1
rappas,593258,105962,11,1
bb,552946,68648,11,1
dc,552946,62618,11,1
rappas,552946,82707,11,1
bb,596583,83526,11,1
dc,596583,78543,11,1
rappas,596583,93527,11,1
bb,662368,80410,11,1
dc,662368,120386,11,1
rappas,662368,126072,11,1
bb,928870,134525,11,1
dc,928870,173745,11,1
rappas,928870,171655,11,1
bb,673683,77188,11,1
dc,673683,82223,11,1
rappas,673683,93611,11,1
bb,743545,148183,11,1
dc,743545,199602,11,1
rappas,743545,185891,11,1
bb,850894,146217,11,1
dc,850894,153651,11,1
rappas,850894,153271,11,1
bb,643246,105902,11,1
dc,643246,105003,11,1
rappas,643246,119916,11,1
bb,641007,71277,11,1
dc,641007,87704,11,1
rappas,641007,92140,11,1
bb,934837,150941,11,1
dc,934837,157860,11,1
rappas,934837,181563,11,1
bb,772507,152062,11,1
dc,772507,148382,11,1
rappas,772507,170702,11,1
bb,607061,69526,11,1
dc,607061,85933,11,1
rappas,607061,91145,11,1
bb,634287,83846,11,1
dc,634287,89887,11,1
rappas,634287,105995,11,1
bb,923497,140431,11,1
dc,923497,162734,11,1
rappas,923497,169597,11,1
bb,697916,96098,11,1
dc,697916,80734,11,1
rappas,697916,113765,11,1
bb,509322,76861,11,1
dc,509322,101084,11,1
rappas,509322,101009,11,1
bb,711341,112494,11,1
dc,711341,110041,11,1
rappas,711341,118236,11,1
bb,698925,138437,11,1
dc,698925,119799,11,1
rappas,698925,124983,11,1
bb,1032999,176063,11,1
dc,1032999,199202,11,1
rappas,1032999,205597,11,1
bb,701118,92964,11,1
dc,701118,89460,11,1
rappas,701118,108798,11,1
bb,668623,108143,11,1
dc,668623,98308,11,1
rappas,668623,120029,11,1
bb,380664,71592,11,1
dc,380664,61514,11,1
rappas,380664,82205,11,1
bb,544713,66629,11,1
dc,544713,73819,11,1
rappas,544713,86901,11,1
bb,701526,59674,11,1
dc,701526,83836,11,1
rappas,701526,76822,11,1
bb,738181,113878,11,1
dc,738181,117713,11,1
rappas,738181,129740,11,1
bb,857003,123108,11,1
dc,857002,141941,11,1
rappas,857003,151260,11,1
bb,614400,92352,11,1
dc,614400,108654,11,1
rappas,614400,121410,11,1
bb,761029,118802,11,1
dc,761029,141669,11,1
rappas,761029,176194,11,1
bb,570990,79186,11,1
dc,570990,77786,11,1
rappas,570990,99044,11,1
bb,711137,95157,11,1
dc,711137,95935,11,1
rappas,711137,137012,11,1
bb,414435,93268,11,1
dc,414435,91408,11,1
rappas,414435,90722,11,1
bb,801975,148679,11,1
dc,801975,185008,11,1
rappas,801975,193546,11,1
bb,745267,112158,11,1
dc,745268,157554,11,1
rappas,745267,142005,11,1
bb,679404,132696,11,1
dc,679404,152083,11,1
rappas,679404,154150,11,1
bb,675476,96223,11,1
dc,675476,101943,11,1
rappas,675476,110179,11,1
bb,625132,134536,11,1
dc,625132,142883,11,1
rappas,625132,154953,11,1
bb,741081,176335,11,1
dc,741081,187744,11,1
rappas,741081,161830,11,1
bb,728420,104736,11,1
dc,728420,122545,11,1
rappas,728420,130060,11,1
bb,860350,149587,11,1
dc,860350,147412,11,1
rappas,860350,168180,11,1
bb,763487,123287,11,1
dc,763487,134520,11,1
rappas,763487,147042,11,1
bb,770182,118554,11,1
dc,770182,116421,11,1
rappas,770182,146519,11,1
bb,602666,108057,11,1
dc,602666,82849,11,1
rappas,602666,117132,11,1
bb,654239,69842,11,1
dc,654239,77599,11,1
rappas,654239,92571,11,1
bb,745919,110633,11,1
dc,745919,137795,11,1
rappas,745919,133828,11,1
bb,687657,97682,11,1
dc,687657,99091,11,1
rappas,687657,120215,11,1
bb,514105,91079,11,1
dc,514105,76071,11,1
rappas,514105,97581,11,1
bb,725828,121748,11,1
dc,725828,115055,11,1
rappas,725828,140924,11,1
bb,896281,156288,11,1
dc,896281,148824,11,1
rappas,896281,179453,11,1
bb,815873,130690,11,1
dc,815873,139189,11,1
rappas,815873,153369,11,1
bb,722392,156176,11,1
dc,722392,153299,11,1
rappas,722392,171001,11,1
bb,686232,92458,11,1
dc,686232,96525,11,1
rappas,686232,111230,11,1
bb,674815,83340,11,1
dc,674815,88220,11,1
rappas,674815,105585,11,1
bb,509200,65758,11,1
dc,509200,68246,11,1
rappas,509200,79780,11,1
bb,591062,61312,11,1
dc,591062,85367,11,1
rappas,591062,76728,11,1
bb,621234,90665,11,1
dc,621234,92101,11,1
rappas,621234,110200,11,1
bb,660222,80862,11,1
dc,660222,88298,11,1
rappas,660222,104210,11,1
bb,625353,89821,11,1
dc,625353,93924,11,1
rappas,625353,104274,11,1
bb,693917,91406,11,1
dc,693917,87480,11,1
rappas,693917,113087,11,1
bb,686715,97722,11,1
dc,686715,93180,11,1
rappas,686715,115894,11,1
bb,782718,114398,11,1
dc,782718,144761,11,1
rappas,782718,144358,11,1
bb,834197,127481,11,1
dc,834197,129550,11,1
rappas,834197,146782,11,1
bb,528648,93259,11,1
dc,528648,82010,11,1
rappas,528648,104568,11,1
bb,740104,114311,11,1
dc,740104,148480,11,1
rappas,740104,135591,11,1
bb,758235,119184,11,1
dc,758235,146688,11,1
rappas,758235,139176,11,1
bb,661047,99030,11,1
dc,661047,98263,11,1
rappas,661047,114883,11,1
bb,803007,133659,11,1
dc,803007,143689,11,1
rappas,803007,159945,11,1
bb,379943,62319,11,1
dc,379943,61988,11,1
rappas,379943,71830,11,1
bb,429972,64559,11,1
dc,429972,62765,11,1
rappas,429972,80802,11,1
bb,658738,82299,11,1
dc,658738,83654,11,1
rappas,658738,106427,11,1
bb,817124,112027,11,1
dc,817124,149151,11,1
rappas,817124,162214,11,1
bb,608789,119899,11,1
dc,608789,142832,11,1
rappas,608789,134427,11,1
bb,742081,99575,11,1
dc,742081,135950,11,1
rappas,742081,125207,11,1
bb,670544,111809,11,1
dc,670544,93937,11,1
rappas,670544,127446,11,1
bb,753577,118605,11,1
dc,753577,144899,11,1
rappas,753577,142793,11,1
bb,651101,116452,11,1
dc,651101,94003,11,1
rappas,651101,127687,11,1
bb,624682,82451,11,1
dc,624682,80074,11,1
rappas,624682,94921,11,1
bb,563673,84407,11,1
dc,563673,84144,11,1
rappas,563673,105799,11,1
bb,657475,90272,11,1
dc,657475,78394,11,1
rappas,657475,107425,11,1
bb,757649,126940,11,1
dc,757649,144246,11,1
rappas,757649,150006,11,1
bb,922669,126484,11,1
dc,922669,142511,11,1
rappas,922669,147535,11,1
bb,538201,84075,11,1
dc,538201,91764,11,1
rappas,538201,101063,11,1
bb,995185,115751,11,1
dc,995185,143914,11,1
rappas,995185,145158,11,1
bb,493085,85831,11,1
dc,493085,72947,11,1
rappas,493085,97414,11,1
bb,667307,107461,11,1
dc,667307,100920,11,1
rappas,667307,127231,11,1
bb,812462,138899,11,1
dc,812462,146906,11,1
rappas,812462,163865,11,1
bb,909683,152087,11,1
dc,909683,143313,11,1
rappas,909683,166319,11,1
bb,860576,134783,11,1
dc,860576,155622,11,1
rappas,860576,161241,11,1
bb,565147,72795,11,1
dc,565147,71384,11,1
rappas,565147,89739,11,1
bb,649298,72538,11,1
dc,649298,66367,11,1
rappas,649298,87109,11,1
bb,868180,133993,11,1
dc,868180,146446,11,1
rappas,868180,158618,11,1
bb,532661,79923,11,1
dc,532661,74167,11,1
rappas,532661,92105,11,1
bb,580952,72412,11,1
dc,580952,87548,11,1
rappas,580952,85335,11,1
bb,495786,85859,11,1
dc,495786,70921,11,1
rappas,495786,92738,11,1
bb,786893,142599,11,1
dc,786893,157228,11,1
rappas,786893,163278,11,1
bb,686260,77073,11,1
dc,686260,93430,11,1
rappas,686260,103702,11,1
bb,631915,82112,11,1
dc,631915,85415,11,1
rappas,631915,87221,11,1
bb,610704,76634,11,1
dc,610704,108929,11,1
rappas,610704,91943,11,1
bb,744622,159967,11,1
dc,744622,182728,11,1
rappas,744622,184839,11,1
bb,584099,106753,11,1
dc,584099,122697,11,1
rappas,584099,119068,11,1
bb,694424,120005,11,1
dc,694424,101576,11,1
rappas,694424,126185,11,1
bb,525298,75646,11,1
dc,525298,75608,11,1
rappas,525298,98414,11,1
bb,779750,143877,11,1
dc,779750,161571,11,1
rappas,779750,153744,11,1
bb,670627,70121,11,1
dc,670627,91743,11,1
rappas,670627,94050,11,1
bb,767457,97332,11,1
dc,767457,127727,11,1
rappas,767457,127837,11,1
bb,573778,84932,11,1
dc,573778,85068,11,1
rappas,573778,99591,11,1
bb,924190,101813,11,1
dc,924190,143455,11,1
rappas,924190,140715,11,1
bb,630179,61049,11,1
dc,630179,81578,11,1
rappas,630179,79479,11,1
bb,816427,135542,11,1
dc,816427,142792,11,1
rappas,816427,161238,11,1
bb,623066,68110,11,1
dc,623067,79380,11,1
rappas,623066,88764,11,1
bb,564260,98390,11,1
dc,564260,94254,11,1
rappas,564260,112289,11,1
bb,548765,66743,11,1
dc,548765,83198,11,1
rappas,548765,82269,11,1
bb,757053,117044,11,1
dc,757053,154442,11,1
rappas,757053,138976,11,1
bb,674687,88814,11,1
dc,674687,74060,11,1
rappas,674687,96369,11,1
bb,596887,79107,11,1
dc,596887,90195,11,1
rappas,596887,100101,11,1
bb,714169,110346,11,1
dc,714169,127763,11,1
rappas,714169,136789,11,1
bb,732344,123087,11,1
dc,732344,126717,11,1
rappas,732344,137805,11,1
bb,413364,58409,11,1
dc,413364,71356,11,1
rappas,413364,84542,11,1
bb,501617,74692,11,1
dc,501617,72797,11,1
rappas,501617,91618,11,1
bb,618882,86066,11,1
dc,618882,76622,11,1
rappas,618882,105208,11,1
bb,674888,110900,11,1
dc,674888,103057,11,1
rappas,674888,126538,11,1
bb,716280,122498,11,1
dc,716280,131800,11,1
rappas,716280,143968,11,1
bb,613840,81353,11,1
dc,613840,85934,11,1
rappas,613840,104039,11,1
bb,690196,79226,11,1
dc,690196,89917,11,1
rappas,690196,106701,11,1
bb,771391,139899,11,1
dc,771391,144736,11,1
rappas,771391,163310,11,1
bb,531974,87111,11,1
dc,531974,81493,11,1
rappas,531974,100537,11,1
bb,662340,95218,11,1
dc,662340,89799,11,1
rappas,662340,117741,11,1
bb,846318,130722,11,1
dc,846318,154789,11,1
rappas,846318,152439,11,1
bb,827200,147618,11,1
dc,827200,160403,11,1
rappas,827200,170656,11,1
bb,506167,90391,11,1
dc,506167,78222,11,1
rappas,506167,110563,11,1
bb,523444,90030,11,1
dc,523444,78507,11,1
rappas,523444,104393,11,1
bb,779971,113928,11,1
dc,779971,133398,11,1
rappas,779971,138512,11,1
bb,650247,84000,11,1
dc,650247,89150,11,1
rappas,650247,98492,11,1
bb,750984,116974,11,1
dc,750984,136767,11,1
rappas,750984,143836,11,1
bb,717820,142740,11,1
dc,717820,147557,11,1
rappas,717820,166634,11,1
bb,623182,92996,11,1
dc,623182,90305,11,1
rappas,623182,111698,11,1
bb,461583,63626,11,1
dc,461583,57312,11,1
rappas,461583,70917,11,1
bb,584272,80075,11,1
dc,584272,84661,11,1
rappas,584272,89802,11,1
bb,846932,144394,11,1
dc,846932,153648,11,1
rappas,846932,172073,11,1
bb,676072,79013,11,1
dc,676072,88261,11,1
rappas,676072,100723,11,1
bb,891278,152506,11,1
dc,891278,165810,11,1
rappas,891278,182123,11,1
bb,835304,143786,11,1
dc,835303,128748,11,1
rappas,835304,168383,11,1
bb,902012,160046,11,1
dc,902011,160168,11,1
rappas,902012,185937,11,1
bb,955736,134329,11,1
dc,955736,143185,11,1
rappas,955736,170504,11,1
bb,879406,136776,11,1
dc,879406,142849,11,1
rappas,879406,156565,11,1
bb,767585,125507,11,1
dc,767585,131095,11,1
rappas,767585,146526,11,1
bb,538181,92737,11,1
dc,538181,72212,11,1
rappas,538181,103518,11,1
bb,683955,98992,11,1
dc,683955,87726,11,1
rappas,683955,116556,11,1
bb,586984,90266,11,1
dc,586984,86716,11,1
rappas,586984,108044,11,1
bb,820596,147531,11,1
dc,820596,231810,11,1
rappas,820596,250823,11,1
bb,659353,120620,11,1
dc,659353,85997,11,1
rappas,659353,128894,11,1
bb,557079,105026,11,1
dc,557078,105544,11,1
rappas,557079,90267,11,1
bb,784886,153246,11,1
dc,784886,194209,11,1
rappas,784886,197316,11,1
bb,680934,101252,11,1
dc,680934,104344,11,1
rappas,680934,126493,11,1
bb,936304,122875,11,1
dc,936304,121884,11,1
rappas,936304,153121,11,1
bb,834146,123569,11,1
dc,834146,133195,11,1
rappas,834146,159487,11,1
bb,848689,167173,11,1
dc,848689,170782,11,1
rappas,848689,190315,11,1
bb,463081,59346,11,1
dc,463081,101005,11,1
rappas,463081,95663,11,1
bb,510446,94299,11,1
dc,510446,114299,11,1
rappas,510446,98283,11,1
bb,626862,91903,11,1
dc,626862,122450,11,1
rappas,626862,91680,11,1
bb,816471,161747,11,1
dc,816471,233924,11,1
rappas,816471,165674,11,1
bb,532867,76314,11,1
dc,532867,109792,11,1
rappas,532867,89570,11,1
bb,852896,131032,11,1
dc,852896,194295,11,1
rappas,852896,161662,11,1
bb,736269,91696,11,1
dc,736269,118575,11,1
rappas,736269,114611,11,1
bb,734509,129412,11,1
dc,734509,138335,11,1
rappas,734509,151268,11,1
bb,591080,73499,11,1
dc,591080,61300,11,1
rappas,591080,85759,11,1
bb,727222,125804,11,1
dc,727222,126098,11,1
rappas,727222,149663,11,1
bb,590252,64915,11,1
dc,590252,66292,11,1
rappas,590252,86391,11,1
bb,528538,65321,11,1
dc,528538,90295,11,1
rappas,528538,77625,11,1
bb,1077757,148978,11,1
dc,1077757,158917,11,1
rappas,1077757,180970,11,1
bb,659560,84251,11,1
dc,659560,78974,11,1
rappas,659560,104089,11,1
bb,2729837,409188,12,1
dc,2729837,507675,12,1
rappas,2729837,508372,12,1
bb,3196723,904723,12,1
dc,3196723,573897,12,1
rappas,3196723,677214,12,1
bb,2987738,507052,12,1
dc,2987738,578166,12,1
rappas,2987738,586972,12,1
bb,2251746,318773,12,1
dc,2251746,365900,12,1
rappas,2251746,375328,12,1
bb,2061611,274226,12,1
dc,2061611,334370,12,1
rappas,2061611,332053,12,1
bb,3115062,516303,12,1
dc,3115062,593752,12,1
rappas,3115062,630308,12,1
bb,2713052,398788,12,1
dc,2713052,411149,12,1
rappas,2713052,483193,12,1
bb,1978273,313795,12,1
dc,1978273,292396,12,1
rappas,1978273,366190,12,1
bb,2538457,403873,12,1
dc,2538457,405855,12,1
rappas,2538457,469668,12,1
bb,1999145,326449,12,1
dc,1999145,379668,12,1
rappas,1999145,393821,12,1
bb,3117384,550292,12,1
dc,3117383,663879,12,1
rappas,3117384,678419,12,1
bb,4321346,468391,12,1
dc,4321346,642445,12,1
rappas,4321346,620517,12,1
bb,3297275,533171,12,1
dc,3297275,594537,12,1
rappas,3297275,615964,12,1
bb,2153572,438016,12,1
dc,2153572,401375,12,1
rappas,2153572,481123,12,1
bb,2702363,414297,12,1
dc,2702363,460483,12,1
rappas,2702363,485768,12,1
bb,1808772,274733,12,1
dc,1808772,324470,12,1
rappas,1808772,330020,12,1
bb,1775736,374907,12,1
dc,1775736,310422,12,1
rappas,1775736,413342,12,1
bb,3145454,519668,12,1
dc,3145454,659295,12,1
rappas,3145454,626445,12,1
bb,2487740,768031,12,1
dc,2487740,397247,12,1
rappas,2487740,435361,12,1
bb,2917073,422253,12,1
dc,2917073,446166,12,1
rappas,2917073,533665,12,1
bb,2684170,405559,12,1
dc,2684170,447206,12,1
rappas,2684170,487258,12,1
bb,2452113,467415,12,1
dc,2452113,471057,12,1
rappas,2452113,549519,12,1
bb,2896385,421051,12,1
dc,2896385,413551,12,1
rappas,2896385,524575,12,1
bb,2825375,353149,12,1
dc,2825375,406766,12,1
rappas,2825375,437761,12,1
bb,2861521,423509,12,1
dc,2861521,486359,12,1
rappas,2861521,527399,12,1
bb,3164037,603562,12,1
dc,3164037,679752,12,1
rappas,3164037,707691,12,1
bb,2233810,373321,12,1
dc,2233810,372341,12,1
rappas,2233810,446270,12,1
bb,3606078,504690,12,1
dc,3606078,608756,12,1
rappas,3606078,646148,12,1
bb,3313906,546347,12,1
dc,3313906,643845,12,1
rappas,3313906,624207,12,1
bb,2101360,392174,12,1
dc,2101360,392799,12,1
rappas,2101360,450960,12,1
bb,2641560,393401,12,1
dc,2641560,480770,12,1
rappas,2641560,506201,12,1
bb,2994752,641046,12,1
dc,2994752,704012,12,1
rappas,2994752,727681,12,1
bb,2986380,542642,12,1
dc,2986380,588738,12,1
rappas,2986380,641550,12,1
bb,2736094,402558,12,1
dc,2736094,458223,12,1
rappas,2736094,480130,12,1
bb,2065498,264395,12,1
dc,2065498,359552,12,1
rappas,2065498,324528,12,1
bb,2148092,438974,12,1
dc,2148092,402700,12,1
rappas,2148092,489685,12,1
bb,1676475,322412,12,1
dc,1676475,327693,12,1
rappas,1676475,368671,12,1
bb,2298167,404044,12,1
dc,2298168,416842,12,1
rappas,2298167,491244,12,1
bb,2338153,318150,12,1
dc,2338153,378732,12,1
rappas,2338153,393113,12,1
bb,2456037,346790,12,1
dc,2456036,420498,12,1
rappas,2456037,418743,12,1
bb,2678506,405274,12,1
dc,2678506,450602,12,1
rappas,2678506,491344,12,1
bb,3367245,684791,12,1
dc,3367245,720076,12,1
rappas,3367245,781234,12,1
bb,2428580,356752,12,1
dc,2428580,423312,12,1
rappas,2428580,415682,12,1
bb,2074376,385869,12,1
dc,2074376,414691,12,1
rappas,2074376,426459,12,1
bb,3724244,509484,12,1
dc,3724241,667007,12,1
rappas,3724244,656345,12,1
bb,1356820,214169,12,1
dc,1356820,222082,12,1
rappas,1356820,249005,12,1
bb,2830114,528611,12,1
dc,2830114,557656,12,1
rappas,2830114,607155,12,1
bb,2533449,373882,12,1
dc,2533449,369339,12,1
rappas,2533449,459558,12,1
bb,2386428,336453,12,1
dc,2386428,353458,12,1
rappas,2386428,404656,12,1
bb,3203901,516736,12,1
dc,3203901,628580,12,1
rappas,3203901,622972,12,1
bb,2365659,315305,12,1
dc,2365659,353843,12,1
rappas,2365659,372621,12,1
bb,1977563,266325,12,1
dc,1977563,279582,12,1
rappas,1977563,328332,12,1
bb,2520224,441396,12,1
dc,2520224,414609,12,1
rappas,2520224,517057,12,1
bb,2558109,405197,12,1
dc,2558109,453185,12,1
rappas,2558109,472640,12,1
bb,2884339,461717,12,1
dc,2884339,482111,12,1
rappas,2884339,558676,12,1
bb,2498007,401161,12,1
dc,2498007,381807,12,1
rappas,2498007,441738,12,1
bb,3226520,617424,12,1
dc,3226519,640119,12,1
rappas,3226520,714685,12,1
bb,1937833,365240,12,1
dc,1937832,366190,12,1
rappas,1937833,412239,12,1
bb,3330045,574642,12,1
dc,3330045,683613,12,1
rappas,3330045,700288,12,1
bb,2543361,351193,12,1
dc,2543362,395916,12,1
rappas,2543361,424848,12,1
bb,3811225,619045,12,1
dc,3811225,807163,12,1
rappas,3811225,747143,12,1
bb,2503997,332749,12,1
dc,2503997,355629,12,1
rappas,2503997,400726,12,1
bb,3512098,666430,12,1
dc,3512098,708735,12,1
rappas,3512098,778019,12,1
bb,2806623,453677,12,1
dc,2806623,389249,12,1
rappas,2806623,515551,12,1
bb,2077300,339856,12,1
dc,2077301,376427,12,1
rappas,2077300,400121,12,1
bb,3034482,398685,12,1
dc,3034482,524208,12,1
rappas,3034482,500986,12,1
bb,2112726,326308,12,1
