alg,num_kmers,time,k,omega
dc,0,5,8,2
rappas,0,14,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,19,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,22,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,19,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,13,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,21,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,31,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,19,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,14,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,14,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,19,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,14,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,14,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,14,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,14,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,19,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,21,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,7,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,20,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,8,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,19,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,19,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,7,8,2
rappas,0,21,8,2
bb,0,0,8,2
dc,0,25,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,17,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,16,8,2
bb,0,0,8,2
dc,0,6,8,2
rappas,0,15,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,5,8,2
rappas,0,18,8,2
bb,0,0,8,2
dc,0,4,8,2
rappas,0,17,8,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,37,9,2
bb,0,0,9,2
dc,0,11,9,2
rappas,0,37,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,40,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,11,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,11,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,11,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,40,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,72,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,29,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,42,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,11,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,29,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,42,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,36,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,7,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,11,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,37,9,2
bb,0,0,9,2
dc,0,12,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,11,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,11,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,36,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,37,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,37,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,11,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,36,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,29,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,36,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,37,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,39,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,37,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,40,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,36,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,41,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,37,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,11,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,29,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,29,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,7,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,36,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,38,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,42,9,2
bb,0,0,9,2
dc,0,12,9,2
rappas,0,88,9,2
bb,0,3,9,2
dc,0,23,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,38,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,28,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,38,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,38,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,37,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,39,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,37,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,29,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,37,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,36,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,11,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,7,9,2
rappas,0,42,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,41,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,43,9,2
bb,0,0,9,2
dc,0,7,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,38,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,36,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,28,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,40,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,28,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,29,9,2
bb,0,0,9,2
dc,0,11,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,37,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,7,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,11,9,2
rappas,0,36,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,31,9,2
bb,0,0,9,2
dc,0,11,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,34,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,30,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,38,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,33,9,2
bb,0,0,9,2
dc,0,8,9,2
rappas,0,32,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,35,9,2
bb,0,0,9,2
dc,0,9,9,2
rappas,0,41,9,2
bb,0,0,9,2
dc,0,10,9,2
rappas,0,36,9,2
bb,0,0,10,2
dc,0,23,10,2
rappas,0,70,10,2
bb,0,0,10,2
dc,0,19,10,2
rappas,0,67,10,2
bb,0,0,10,2
dc,0,15,10,2
rappas,0,76,10,2
bb,0,0,10,2
dc,0,13,10,2
rappas,0,68,10,2
bb,0,0,10,2
dc,0,15,10,2
rappas,0,69,10,2
bb,0,0,10,2
dc,0,17,10,2
rappas,0,69,10,2
bb,0,0,10,2
dc,0,19,10,2
rappas,0,62,10,2
bb,0,0,10,2
dc,0,14,10,2
rappas,0,75,10,2
bb,0,0,10,2
dc,0,15,10,2
rappas,0,76,10,2
bb,0,0,10,2
dc,0,17,10,2
rappas,0,60,10,2
bb,0,0,10,2
dc,0,14,10,2
rappas,0,68,10,2
bb,0,0,10,2
dc,0,17,10,2
rappas,0,70,10,2
bb,0,0,10,2
dc,0,19,10,2
rappas,0,66,10,2
bb,0,0,10,2
dc,0,18,10,2
rappas,0,64,10,2
bb,0,0,10,2
dc,0,20,10,2
rappas,0,63,10,2
bb,0,0,10,2
dc,0,18,10,2
rappas,0,65,10,2
bb,0,0,10,2
dc,0,19,10,2
rappas,0,58,10,2
bb,0,0,10,2
dc,0,20,10,2
rappas,0,152,10,2
bb,0,2,10,2
dc,0,25,10,2
rappas,0,78,10,2
bb,0,0,10,2
dc,0,20,10,2
rappas,0,97,10,2
bb,0,2,10,2
dc,0,24,10,2
rappas,0,73,10,2
bb,0,0,10,2
dc,0,18,10,2
rappas,0,63,10,2
bb,0,0,10,2
dc,0,21,10,2
rappas,0,65,10,2
bb,0,0,10,2
dc,0,21,10,2
rappas,0,55,10,2
bb,0,0,10,2
dc,0,18,10,2
rappas,0,72,10,2
bb,0,0,10,2
dc,0,15,10,2
rappas,0,76,10,2
bb,0,0,10,2
dc,0,16,10,2
rappas,0,72,10,2
bb,0,0,10,2
dc,0,19,10,2
rappas,0,65,10,2
bb,0,0,10,2
dc,0,18,10,2
rappas,0,66,10,2
bb,0,0,10,2
dc,0,16,10,2
rappas,0,59,10,2
bb,0,0,10,2
dc,0,19,10,2
rappas,0,76,10,2
bb,0,0,10,2
dc,0,16,10,2
rappas,0,75,10,2
bb,0,0,10,2
dc,0,19,10,2
rappas,0,62,10,2
bb,0,0,10,2
dc,0,14,10,2
rappas,0,79,10,2
bb,0,0,10,2
dc,0,19,10,2
rappas,0,64,10,2
bb,0,0,10,2
dc,0,17,10,2
rappas,0,65,10,2
bb,0,0,10,2
dc,0,18,10,2
rappas,0,70,10,2
bb,0,0,10,2
